NAME,CPU %,MEM USAGE / LIMIT / MEM %,NET I/O,BLOCK I/O,STATUS,Date/Time
platform-dps-1,0.01%,39.42MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.4MB,Up,2023-10-17 20:09:24.717783
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,61.8MB / 76.5MB,104MB / 1.24GB,Up,2023-10-17 20:09:24.717783
ipsec-vpn-server,0.00%,9.672MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:09:24.717783
platform-nginx-1,0.02%,108.4MiB / 1.946GiB / 5.44%,114MB / 93.4MB,93.9MB / 58.4MB,Up,2023-10-17 20:16:36.516107
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83MB / 152MB,152MB / 369kB,Up,2023-10-17 20:16:36.516107
platform-pgadmin-1,0.05%,117MiB / 1.946GiB / 5.87%,51.2kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:16:36.516107
platform-dps-1,0.01%,39.43MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.5MB,Up,2023-10-17 20:16:36.516107
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,61.9MB / 76.6MB,104MB / 1.24GB,Up,2023-10-17 20:16:36.516107
ipsec-vpn-server,0.00%,9.328MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:16:36.516107
platform-nginx-1,0.02%,108.5MiB / 1.946GiB / 5.44%,114MB / 93.4MB,93.9MB / 58.4MB,Up,2023-10-17 20:18:29.252786
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.1MB / 152MB,152MB / 369kB,Up,2023-10-17 20:18:29.252786
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:18:29.252786
platform-dps-1,0.01%,39.43MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.6MB,Up,2023-10-17 20:18:29.252786
postgres,0.04%,140.3MiB / 1.946GiB / 7.04%,62MB / 76.6MB,104MB / 1.24GB,Up,2023-10-17 20:18:29.252786
ipsec-vpn-server,0.00%,9.664MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:18:29.252786
platform-nginx-1,0.02%,108.5MiB / 1.946GiB / 5.44%,114MB / 93.4MB,93.9MB / 58.4MB,Up,2023-10-17 20:19:24.718025
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.1MB / 152MB,152MB / 369kB,Up,2023-10-17 20:19:24.718025
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:19:24.718025
platform-dps-1,0.02%,39.43MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.6MB,Up,2023-10-17 20:19:24.718025
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,62MB / 76.7MB,104MB / 1.24GB,Up,2023-10-17 20:19:24.718025
ipsec-vpn-server,0.00%,9.66MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:19:24.718025
platform-nginx-1,0.02%,104.3MiB / 1.946GiB / 5.23%,114MB / 93.4MB,93.9MB / 58.4MB,Up,2023-10-17 20:26:36.515278
odoo,0.04%,253.2MiB / 1.946GiB / 12.70%,83.2MB / 152MB,152MB / 373kB,Up,2023-10-17 20:26:36.515278
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:26:36.515278
platform-dps-1,0.02%,39.43MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.7MB,Up,2023-10-17 20:26:36.515278
postgres,0.01%,140.3MiB / 1.946GiB / 7.04%,62.1MB / 76.8MB,104MB / 1.25GB,Up,2023-10-17 20:26:36.515278
ipsec-vpn-server,0.00%,9.367MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:26:36.515278
platform-nginx-1,0.02%,104.3MiB / 1.946GiB / 5.24%,114MB / 93.4MB,93.9MB / 58.4MB,Up,2023-10-17 20:28:29.252045
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.3MB / 152MB,152MB / 373kB,Up,2023-10-17 20:28:29.252045
platform-pgadmin-1,0.05%,117MiB / 1.946GiB / 5.87%,51.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:28:29.252045
platform-dps-1,0.01%,39.43MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.7MB,Up,2023-10-17 20:28:29.252045
postgres,0.01%,140.3MiB / 1.946GiB / 7.04%,62.2MB / 76.8MB,104MB / 1.25GB,Up,2023-10-17 20:28:29.252045
ipsec-vpn-server,0.00%,9.688MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:28:29.252045
platform-nginx-1,0.02%,104.4MiB / 1.946GiB / 5.24%,114MB / 93.4MB,93.9MB / 58.4MB,Up,2023-10-17 20:29:24.717913
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.3MB / 152MB,152MB / 373kB,Up,2023-10-17 20:29:24.717913
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.3kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:29:24.717913
platform-dps-1,0.02%,39.43MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.7MB,Up,2023-10-17 20:29:24.717913
postgres,0.05%,140.3MiB / 1.946GiB / 7.04%,62.2MB / 76.8MB,104MB / 1.25GB,Up,2023-10-17 20:29:24.717913
ipsec-vpn-server,0.00%,9.699MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:29:24.717913
platform-nginx-1,0.02%,108.4MiB / 1.946GiB / 5.44%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:36:05.408793
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.4MB / 152MB,152MB / 373kB,Up,2023-10-17 20:36:05.408793
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:36:05.408793
platform-dps-1,0.01%,39.44MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.8MB,Up,2023-10-17 20:36:05.408793
postgres,0.05%,140.3MiB / 1.946GiB / 7.04%,62.3MB / 76.9MB,104MB / 1.25GB,Up,2023-10-17 20:36:05.408793
ipsec-vpn-server,0.00%,9.996MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:36:05.408793
platform-nginx-1,0.02%,108.4MiB / 1.946GiB / 5.44%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:36:36.519139
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.4MB / 152MB,152MB / 373kB,Up,2023-10-17 20:36:36.519139
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:36:36.519139
platform-dps-1,0.01%,39.44MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.8MB,Up,2023-10-17 20:36:36.519139
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,62.3MB / 76.9MB,104MB / 1.25GB,Up,2023-10-17 20:36:36.519139
ipsec-vpn-server,0.00%,9.348MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:36:36.519139
platform-nginx-1,0.02%,108.4MiB / 1.946GiB / 5.44%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:38:29.252826
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.4MB / 152MB,152MB / 373kB,Up,2023-10-17 20:38:29.252826
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:38:29.252826
platform-dps-1,0.01%,39.44MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.8MB,Up,2023-10-17 20:38:29.252826
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,62.3MB / 76.9MB,104MB / 1.25GB,Up,2023-10-17 20:38:29.252826
ipsec-vpn-server,0.00%,9.367MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:38:29.252826
platform-nginx-1,0.02%,108.5MiB / 1.946GiB / 5.44%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:39:24.718197
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.4MB / 152MB,152MB / 373kB,Up,2023-10-17 20:39:24.718197
platform-pgadmin-1,0.05%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:39:24.718197
platform-dps-1,0.02%,39.44MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.8MB,Up,2023-10-17 20:39:24.718197
postgres,0.01%,140.3MiB / 1.946GiB / 7.04%,62.3MB / 77MB,104MB / 1.25GB,Up,2023-10-17 20:39:24.718197
ipsec-vpn-server,0.00%,9.656MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:39:24.718197
platform-nginx-1,0.02%,108.7MiB / 1.946GiB / 5.45%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:46:05.407997
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.6MB / 152MB,152MB / 373kB,Up,2023-10-17 20:46:05.407997
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:46:05.407997
platform-dps-1,0.03%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.9MB,Up,2023-10-17 20:46:05.407997
postgres,0.05%,140.3MiB / 1.946GiB / 7.04%,62.4MB / 77.1MB,104MB / 1.25GB,Up,2023-10-17 20:46:05.407997
ipsec-vpn-server,0.00%,9.996MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:46:05.407997
platform-nginx-1,0.02%,108.7MiB / 1.946GiB / 5.45%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:46:36.515386
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.6MB / 152MB,152MB / 373kB,Up,2023-10-17 20:46:36.515386
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:46:36.515386
platform-dps-1,0.02%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.9MB,Up,2023-10-17 20:46:36.515386
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,62.4MB / 77.1MB,104MB / 1.25GB,Up,2023-10-17 20:46:36.515386
ipsec-vpn-server,0.00%,9.332MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:46:36.515386
platform-nginx-1,0.02%,108.7MiB / 1.946GiB / 5.46%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:48:29.252264
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.6MB / 152MB,152MB / 373kB,Up,2023-10-17 20:48:29.252264
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:48:29.252264
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.9MB,Up,2023-10-17 20:48:29.252264
postgres,0.05%,140.3MiB / 1.946GiB / 7.04%,62.5MB / 77.1MB,104MB / 1.25GB,Up,2023-10-17 20:48:29.252264
ipsec-vpn-server,0.10%,9.371MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:48:29.252264
platform-nginx-1,0.02%,108.7MiB / 1.946GiB / 5.46%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:49:24.717925
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.6MB / 152MB,152MB / 373kB,Up,2023-10-17 20:49:24.717925
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:49:24.717925
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 51.9MB,Up,2023-10-17 20:49:24.717925
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,62.5MB / 77.1MB,104MB / 1.25GB,Up,2023-10-17 20:49:24.717925
ipsec-vpn-server,0.00%,9.68MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:49:24.717925
platform-nginx-1,0.03%,108.9MiB / 1.946GiB / 5.47%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:56:05.408558
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.7MB / 152MB,152MB / 373kB,Up,2023-10-17 20:56:05.408558
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:56:05.408558
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52MB,Up,2023-10-17 20:56:05.408558
postgres,0.05%,140.3MiB / 1.946GiB / 7.04%,62.6MB / 77.2MB,104MB / 1.26GB,Up,2023-10-17 20:56:05.408558
ipsec-vpn-server,0.00%,10.02MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:56:05.408558
platform-nginx-1,0.02%,108.9MiB / 1.946GiB / 5.47%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:56:36.518603
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.7MB / 152MB,152MB / 373kB,Up,2023-10-17 20:56:36.518603
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:56:36.518603
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52MB,Up,2023-10-17 20:56:36.518603
postgres,0.00%,140.3MiB / 1.946GiB / 7.04%,62.6MB / 77.2MB,104MB / 1.26GB,Up,2023-10-17 20:56:36.518603
ipsec-vpn-server,0.00%,9.363MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:56:36.518603
platform-nginx-1,0.02%,108MiB / 1.946GiB / 5.42%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:58:29.252023
odoo,0.02%,253.2MiB / 1.946GiB / 12.70%,83.8MB / 152MB,152MB / 373kB,Up,2023-10-17 20:58:29.252023
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:58:29.252023
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52MB,Up,2023-10-17 20:58:29.252023
postgres,0.04%,140.3MiB / 1.946GiB / 7.04%,62.6MB / 77.2MB,104MB / 1.26GB,Up,2023-10-17 20:58:29.252023
ipsec-vpn-server,0.10%,9.367MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:58:29.252023
platform-nginx-1,0.08%,108.1MiB / 1.946GiB / 5.42%,115MB / 93.5MB,93.9MB / 58.4MB,Up,2023-10-17 20:59:24.718148
odoo,1.62%,253.2MiB / 1.946GiB / 12.70%,83.8MB / 152MB,152MB / 373kB,Up,2023-10-17 20:59:24.718148
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 20:59:24.718148
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.1MB,Up,2023-10-17 20:59:24.718148
postgres,1.25%,140.3MiB / 1.946GiB / 7.04%,62.7MB / 77.3MB,104MB / 1.26GB,Up,2023-10-17 20:59:24.718148
ipsec-vpn-server,0.00%,9.691MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 20:59:24.718148
platform-nginx-1,0.05%,109.6MiB / 1.946GiB / 5.50%,116MB / 95.3MB,93.9MB / 58.4MB,Up,2023-10-17 21:06:05.407913
odoo,1.42%,255.5MiB / 1.946GiB / 12.82%,84.6MB / 155MB,154MB / 373kB,Up,2023-10-17 21:06:05.407913
platform-pgadmin-1,0.03%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:06:05.407913
platform-dps-1,0.01%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.1MB,Up,2023-10-17 21:06:05.407913
postgres,1.17%,140.3MiB / 1.946GiB / 7.04%,63.1MB / 78MB,104MB / 1.26GB,Up,2023-10-17 21:06:05.407913
ipsec-vpn-server,0.00%,9.996MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:06:05.407913
platform-nginx-1,0.03%,109.7MiB / 1.946GiB / 5.50%,116MB / 95.3MB,93.9MB / 58.4MB,Up,2023-10-17 21:06:36.515538
odoo,0.02%,255.6MiB / 1.946GiB / 12.82%,84.7MB / 155MB,154MB / 373kB,Up,2023-10-17 21:06:36.515538
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:06:36.515538
platform-dps-1,0.02%,39.45MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.1MB,Up,2023-10-17 21:06:36.515538
postgres,0.01%,140.3MiB / 1.946GiB / 7.04%,63.1MB / 78MB,104MB / 1.26GB,Up,2023-10-17 21:06:36.515538
ipsec-vpn-server,0.00%,9.355MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:06:36.515538
platform-nginx-1,0.02%,109.9MiB / 1.946GiB / 5.51%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:08:29.252600
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.3MB / 162MB,154MB / 377kB,Up,2023-10-17 21:08:29.252600
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:08:29.252600
platform-dps-1,0.01%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.2MB,Up,2023-10-17 21:08:29.252600
postgres,0.05%,140.4MiB / 1.946GiB / 7.05%,63.4MB / 78.5MB,104MB / 1.26GB,Up,2023-10-17 21:08:29.252600
ipsec-vpn-server,0.10%,9.391MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:08:29.252600
platform-nginx-1,0.02%,109.9MiB / 1.946GiB / 5.51%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:09:24.717861
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.4MB / 162MB,154MB / 377kB,Up,2023-10-17 21:09:24.717861
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:09:24.717861
platform-dps-1,0.01%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.2MB,Up,2023-10-17 21:09:24.717861
postgres,0.00%,140.4MiB / 1.946GiB / 7.05%,63.5MB / 78.6MB,104MB / 1.26GB,Up,2023-10-17 21:09:24.717861
ipsec-vpn-server,0.00%,9.695MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:09:24.717861
platform-nginx-1,0.06%,110.1MiB / 1.946GiB / 5.52%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:16:05.408494
odoo,1.55%,255.6MiB / 1.946GiB / 12.83%,85.5MB / 162MB,154MB / 377kB,Up,2023-10-17 21:16:05.408494
platform-pgadmin-1,0.06%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:16:05.408494
platform-dps-1,0.01%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.3MB,Up,2023-10-17 21:16:05.408494
postgres,1.33%,140.5MiB / 1.946GiB / 7.05%,63.6MB / 78.7MB,104MB / 1.26GB,Up,2023-10-17 21:16:05.408494
ipsec-vpn-server,0.00%,9.992MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:16:05.408494
platform-nginx-1,0.04%,110.1MiB / 1.946GiB / 5.52%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:16:36.515667
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.5MB / 162MB,154MB / 377kB,Up,2023-10-17 21:16:36.515667
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:16:36.515667
platform-dps-1,0.01%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.3MB,Up,2023-10-17 21:16:36.515667
postgres,0.01%,140.4MiB / 1.946GiB / 7.05%,63.6MB / 78.7MB,104MB / 1.26GB,Up,2023-10-17 21:16:36.515667
ipsec-vpn-server,0.00%,9.355MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:16:36.515667
platform-nginx-1,0.02%,110.2MiB / 1.946GiB / 5.53%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:18:29.251984
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.6MB / 162MB,154MB / 377kB,Up,2023-10-17 21:18:29.251984
platform-pgadmin-1,0.08%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:18:29.251984
platform-dps-1,0.02%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.3MB,Up,2023-10-17 21:18:29.251984
postgres,0.04%,140.4MiB / 1.946GiB / 7.05%,63.7MB / 78.8MB,104MB / 1.26GB,Up,2023-10-17 21:18:29.251984
ipsec-vpn-server,0.13%,9.34MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:18:29.251984
platform-nginx-1,0.02%,110.2MiB / 1.946GiB / 5.53%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:19:24.718009
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.6MB / 162MB,154MB / 377kB,Up,2023-10-17 21:19:24.718009
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:19:24.718009
platform-dps-1,0.02%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.3MB,Up,2023-10-17 21:19:24.718009
postgres,0.04%,140.5MiB / 1.946GiB / 7.05%,63.7MB / 78.8MB,104MB / 1.26GB,Up,2023-10-17 21:19:24.718009
ipsec-vpn-server,0.00%,9.668MiB / 1.946GiB / 0.49%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:19:24.718009
platform-nginx-1,0.02%,110.4MiB / 1.946GiB / 5.54%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:26:05.408720
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.7MB / 162MB,154MB / 377kB,Up,2023-10-17 21:26:05.408720
platform-pgadmin-1,0.05%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:26:05.408720
platform-dps-1,0.01%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.4MB,Up,2023-10-17 21:26:05.408720
postgres,0.00%,140.5MiB / 1.946GiB / 7.05%,63.8MB / 78.9MB,104MB / 1.27GB,Up,2023-10-17 21:26:05.408720
ipsec-vpn-server,0.00%,9.969MiB / 1.946GiB / 0.50%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:26:05.408720
platform-nginx-1,0.02%,110.4MiB / 1.946GiB / 5.54%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:26:36.518197
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.7MB / 162MB,154MB / 377kB,Up,2023-10-17 21:26:36.518197
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:26:36.518197
platform-dps-1,0.01%,39.46MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.4MB,Up,2023-10-17 21:26:36.518197
postgres,0.00%,140.5MiB / 1.946GiB / 7.05%,63.8MB / 78.9MB,104MB / 1.27GB,Up,2023-10-17 21:26:36.518197
ipsec-vpn-server,0.00%,9.355MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:26:36.518197
platform-nginx-1,0.02%,110.4MiB / 1.946GiB / 5.54%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:28:29.252679
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.8MB / 162MB,154MB / 377kB,Up,2023-10-17 21:28:29.252679
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:28:29.252679
platform-dps-1,0.01%,39.47MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.4MB,Up,2023-10-17 21:28:29.252679
postgres,0.00%,140.5MiB / 1.946GiB / 7.05%,63.8MB / 78.9MB,104MB / 1.27GB,Up,2023-10-17 21:28:29.252679
ipsec-vpn-server,0.08%,9.359MiB / 1.946GiB / 0.47%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:28:29.252679
platform-nginx-1,0.02%,110.5MiB / 1.946GiB / 5.54%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:29:24.718259
odoo,0.02%,255.6MiB / 1.946GiB / 12.83%,85.8MB / 162MB,154MB / 377kB,Up,2023-10-17 21:29:24.718259
platform-pgadmin-1,0.04%,117MiB / 1.946GiB / 5.87%,51.7kB / 579kB,11.3MB / 12.4MB,Up,2023-10-17 21:29:24.718259
platform-dps-1,0.01%,39.47MiB / 1.946GiB / 1.98%,1.19MB / 1.2MB,34MB / 52.4MB,Up,2023-10-17 21:29:24.718259
postgres,0.00%,140.5MiB / 1.946GiB / 7.05%,63.8MB / 78.9MB,104MB / 1.27GB,Up,2023-10-17 21:29:24.718259
ipsec-vpn-server,0.00%,9.656MiB / 1.946GiB / 0.48%,1.38GB / 1.44GB,16MB / 139kB,Up,2023-10-17 21:29:24.718259
platform-nginx-1,0.03%,109.8MiB / 1.946GiB / 5.51%,123MB / 102MB,93.9MB / 58.4MB,Up,2023-10-17 21:36:05.408350
odoo,0.13%,255.6MiB / 1.946GiB / 12.83%,85.9MB / 162MB,154MB / 377kB,Up,2023-10-17 21:36:05.408350
